"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0K470","2019-07-25 04:00:00","97.000","100.000","2.100","25.500","0.910","998.300","-99.000","0.000","-99.000","-99.000","-99.000","25.800","","24.600",""
"C0V650","2019-07-25 04:00:00","28.000","120.000","2.100","26.800","0.900","1007.600","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","26.800",""
"C0H9C0","2019-07-25 04:00:00","3402.000","264.000","1.400","10.200","0.990","678.900","-99.000","0.000","-99.000","-99.000","-99.000","11.700","","10.100",""
"C0U780","2019-07-25 04:00:00","15.000","0.000","0.000","27.400","0.830","1007.600","-99.000","0.000","-99.000","-99.000","-99.000","28.000","","26.900",""
"C0U760","2019-07-25 04:00:00","22.000","0.000","0.000","25.700","0.990","1007.800","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","25.300",""
"C0X290","2019-07-25 04:00:00","10.000","135.000","1.800","27.400","0.920","1008.000","-99.000","0.000","-99.000","-99.000","-99.000","28.600","","27.400",""
"C0R420","2019-07-25 04:00:00","504.000","65.000","0.600","22.600","-99.000","949.100","-99.000","0.000","-99.000","-99.000","-99.000","23.100","","22.200",""
"C0E830","2019-07-25 04:00:00","37.000","180.000","1.900","28.000","0.830","1004.000","-99.000","0.000","-99.000","-99.000","-99.000","28.900","","28.000",""
"C0K330","2019-07-25 04:00:00","38.000","140.000","1.000","26.100","0.900","1004.800","-99.000","0.000","-99.000","-99.000","-99.000","27.500","","26.100",""
"C0M660","2019-07-25 04:00:00","40.000","109.000","1.800","26.000","0.930","1005.300","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","26.000",""
"C0D580","2019-07-25 04:00:00","120.000","0.000","0.000","24.000","0.980","994.900","-99.000","0.000","-99.000","-99.000","-99.000","24.600","","23.900",""
"C0R640","2019-07-25 04:00:00","21.000","68.000","1.700","28.100","0.870","1007.500","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","28.100",""
"C0G820","2019-07-25 04:00:00","29.000","0.000","0.200","26.200","1.000","1005.000","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","26.200",""
"C0E810","2019-07-25 04:00:00","53.000","161.000","0.500","25.600","0.970","1003.000","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","25.600",""
"C0G830","2019-07-25 04:00:00","27.000","120.000","1.200","26.400","0.980","1004.700","-99.000","0.000","-99.000","-99.000","-99.000","27.300","","26.400",""
"C0A550","2019-07-25 04:00:00","422.000","0.000","0.000","23.400","1.000","963.000","-99.000","0.000","-99.000","-99.000","-99.000","23.700","","23.400",""
"C0G750","2019-07-25 04:00:00","31.000","0.000","0.200","26.200","0.900","1006.700","-99.000","0.000","-99.000","-99.000","-99.000","27.300","","26.200",""
"C0Z270","2019-07-25 04:00:00","343.000","233.000","1.400","24.800","0.960","971.300","-99.000","0.000","-99.000","-99.000","-99.000","25.300","","24.600",""
"C0UA30","2019-07-25 04:00:00","1397.000","0.000","0.000","19.900","1.000","861.000","-99.000","0.000","-99.000","-99.000","-99.000","20.000","","19.600",""
"C0I080","2019-07-25 04:00:00","536.000","0.000","0.000","22.200","0.940","953.500","-99.000","0.000","-99.000","-99.000","-99.000","22.800","","22.000",""
"C0UA00","2019-07-25 04:00:00","392.000","196.000","0.700","24.200","0.990","967.100","-99.000","0.000","-99.000","-99.000","-99.000","24.400","","24.000",""
"C0AD40","2019-07-25 04:00:00","32.000","0.000","0.000","25.300","0.980","1005.300","-99.000","0.000","-99.000","-99.000","-99.000","26.000","","25.300",""
"C0S660","2019-07-25 04:00:00","794.000","229.000","0.900","20.500","0.930","924.000","-99.000","0.000","-99.000","-99.000","-99.000","22.900","","20.500",""
"C0M640","2019-07-25 04:00:00","155.000","0.000","0.000","25.900","0.920","991.900","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","25.800",""
"C0UA10","2019-07-25 04:00:00","1711.000","318.000","0.400","16.900","1.000","832.500","-99.000","0.500","-99.000","-99.000","-99.000","17.300","","16.800",""
"C0V770","2019-07-25 04:00:00","26.000","85.000","0.500","26.700","0.990","1006.000","-99.000","0.000","-99.000","-99.000","-99.000","28.000","","26.700",""
"C0E730","2019-07-25 04:00:00","26.000","126.000","1.300","26.400","0.870","1004.500","-99.000","0.000","-99.000","-99.000","-99.000","27.400","","26.300",""
"C0V810","2019-07-25 04:00:00","32.000","139.000","0.600","27.900","0.890","1004.200","-99.000","0.000","-99.000","-99.000","-99.000","28.700","","27.900",""
"C0A9C0","2019-07-25 04:00:00","35.000","110.000","0.700","26.500","0.890","1005.100","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","26.500",""
"C0X310","2019-07-25 04:00:00","9.000","208.000","1.600","29.000","0.820","1008.700","-99.000","0.000","-99.000","-99.000","-99.000","29.000","","27.900",""
"C0K280","2019-07-25 04:00:00","23.000","0.000","0.000","26.000","0.970","1008.800","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","26.000",""
"C0M650","2019-07-25 04:00:00","20.000","163.000","0.500","26.600","0.920","1007.300","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","26.500",""
"C0S910","2019-07-25 04:00:00","212.000","275.000","1.000","26.800","0.900","986.300","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","26.500",""
"C0D570","2019-07-25 04:00:00","15.000","0.000","0.000","25.600","0.970","1007.200","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","25.600",""
"C0M710","2019-07-25 04:00:00","15.000","147.000","2.400","28.000","0.870","1007.600","-99.000","0.000","-99.000","-99.000","-99.000","29.000","","27.900",""
"C0V490","2019-07-25 04:00:00","20.000","105.000","1.200","28.200","0.990","1007.000","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","28.200",""
"C0E870","2019-07-25 04:00:00","34.000","205.000","2.100","27.700","0.790","1006.100","-99.000","0.000","-99.000","-99.000","-99.000","28.500","","27.100",""
"C0M800","2019-07-25 04:00:00","440.000","165.000","0.600","22.900","0.940","961.400","-99.000","0.000","-99.000","-99.000","-99.000","23.900","","22.800",""
"C0A570","2019-07-25 04:00:00","360.000","0.000","0.000","23.300","0.980","969.800","-99.000","0.000","-99.000","-99.000","-99.000","24.200","","23.300",""
"C0S790","2019-07-25 04:00:00","236.000","297.000","0.800","25.000","0.910","983.800","-99.000","0.000","-99.000","-99.000","-99.000","25.400","","24.800",""
"C0D590","2019-07-25 04:00:00","143.000","204.000","1.000","26.300","0.900","993.700","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","26.300",""
"C0U990","2019-07-25 04:00:00","31.000","273.000","0.300","26.600","0.910","1006.500","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","26.500",""
"C0M700","2019-07-25 04:00:00","150.000","72.000","1.900","24.700","0.920","993.400","-99.000","0.000","-99.000","-99.000","-99.000","25.100","","24.600",""
"C0A970","2019-07-25 04:00:00","96.000","179.000","5.400","26.700","0.920","999.000","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","26.600",""
"CM0110","2019-07-25 04:00:00","7.000","216.000","0.500","27.400","0.840","1008.500","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","27.300",""
"C0S940","2019-07-25 04:00:00","150.000","284.000","1.400","26.100","0.930","991.800","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","25.800",""
"C0X250","2019-07-25 04:00:00","33.000","174.000","0.600","27.400","0.920","1005.500","-99.000","0.000","-99.000","-99.000","-99.000","28.000","","27.100",""
"C0K520","2019-07-25 04:00:00","10.000","140.000","1.400","26.800","0.920","1007.200","-99.000","0.000","-99.000","-99.000","-99.000","27.700","","26.600",""
"C0Z200","2019-07-25 04:00:00","153.000","245.000","0.400","25.000","0.990","992.900","-99.000","0.000","-99.000","-99.000","-99.000","26.000","","24.500",""
"C0V740","2019-07-25 04:00:00","60.000","5.000","1.500","25.600","0.990","1003.400","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","25.600",""
"C0V790","2019-07-25 04:00:00","410.000","0.000","0.100","23.300","0.960","963.300","-99.000","0.000","-99.000","-99.000","-99.000","24.800","","23.300",""
"C0G860","2019-07-25 04:00:00","45.000","138.000","1.000","27.100","0.880","1002.500","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","27.100",""
"C0F0A0","2019-07-25 04:00:00","3587.000","185.000","1.600","9.200","0.850","666.000","-99.000","0.000","-99.000","-99.000","-99.000","9.700","","6.200",""
"C0Z250","2019-07-25 04:00:00","1124.000","0.000","0.200","20.000","0.990","888.600","-99.000","0.000","-99.000","-99.000","-99.000","20.700","","19.700",""
"C0K440","2019-07-25 04:00:00","35.000","93.000","1.000","26.600","0.920","1005.600","-99.000","0.000","-99.000","-99.000","-99.000","27.800","","26.600",""
"C0T900","2019-07-25 04:00:00","160.000","270.000","0.600","25.400","0.820","989.700","-99.000","0.000","-99.000","-99.000","-99.000","25.500","","24.600",""
"C0F9V0","2019-07-25 04:00:00","525.000","168.000","2.000","24.100","0.910","952.800","-99.000","0.000","-99.000","-99.000","-99.000","24.900","","24.100",""
"C0UA20","2019-07-25 04:00:00","2619.000","207.000","2.300","12.400","0.950","739.000","-99.000","0.000","-99.000","-99.000","-99.000","13.000","","12.200",""
"C0M850","2019-07-25 04:00:00","695.000","0.000","0.000","21.900","0.990","932.400","-99.000","0.000","-99.000","-99.000","-99.000","23.200","","21.700",""
"C0G790","2019-07-25 04:00:00","27.000","0.000","0.000","27.100","0.950","1007.900","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","27.000",""
"C0C620","2019-07-25 04:00:00","19.000","183.000","1.600","27.100","0.870","1005.100","-99.000","0.000","-99.000","-99.000","-99.000","27.700","","26.100",""
"C0I360","2019-07-25 04:00:00","300.000","40.000","0.800","23.800","0.950","975.500","-99.000","0.000","-99.000","-99.000","-99.000","24.900","","23.800",""
"C0M810","2019-07-25 04:00:00","1354.000","173.000","0.600","18.500","0.960","865.300","-99.000","0.000","-99.000","-99.000","-99.000","19.400","","18.400",""
"C0AC80","2019-07-25 04:00:00","40.000","0.000","0.100","25.500","0.990","1004.200","-99.000","0.000","-99.000","-99.000","-99.000","26.100","","25.500",""
"CM0140","2019-07-25 04:00:00","26.000","359.000","0.700","27.600","0.770","1006.500","-99.000","0.000","-99.000","-99.000","-99.000","28.600","","27.500",""
"C0SA20","2019-07-25 04:00:00","857.000","216.000","3.200","21.900","0.950","915.800","-99.000","0.000","-99.000","-99.000","-99.000","22.800","","21.600",""
"C0K490","2019-07-25 04:00:00","91.000","107.000","1.200","24.900","0.940","998.800","-99.000","0.000","-99.000","-99.000","-99.000","25.200","","24.800",""
"C0V820","2019-07-25 04:00:00","441.000","0.000","0.000","22.000","0.990","962.700","-99.000","0.000","-99.000","-99.000","-99.000","24.100","","22.000",""
"C0S810","2019-07-25 04:00:00","65.000","322.000","1.900","26.100","0.940","1003.600","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","26.000",""
"C0R580","2019-07-25 04:00:00","10.000","86.000","0.500","26.300","1.000","1007.700","-99.000","0.000","-99.000","-99.000","-99.000","27.800","","26.300",""
"C0Z330","2019-07-25 04:00:00","488.000","0.000","0.100","23.900","0.990","956.700","-99.000","0.000","-99.000","-99.000","-99.000","24.500","","23.800",""
"C0E590","2019-07-25 04:00:00","40.000","180.000","1.500","26.200","0.940","1003.200","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","26.100",""
"C0D540","2019-07-25 04:00:00","227.000","194.000","0.600","23.800","0.960","984.400","-99.000","0.000","-99.000","-99.000","-99.000","25.000","","23.800",""
"C0K420","2019-07-25 04:00:00","42.000","120.000","0.300","26.100","0.900","1004.500","-99.000","0.000","-99.000","-99.000","-99.000","27.700","","25.900",""
"C0Z180","2019-07-25 04:00:00","34.000","261.000","0.400","26.700","0.880","1005.100","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","26.300",""
"C0AD10","2019-07-25 04:00:00","27.000","258.000","0.700","28.200","0.800","1005.100","-99.000","0.000","-99.000","-99.000","-99.000","28.800","","27.900",""
"C0M720","2019-07-25 04:00:00","225.000","107.000","0.500","25.000","0.890","984.200","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","24.800",""
"C0V450","2019-07-25 04:00:00","51.000","0.000","0.000","26.000","0.990","1003.100","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","25.800",""
"C0R280","2019-07-25 04:00:00","242.000","224.000","0.300","25.200","-99.000","981.600","-99.000","0.000","-99.000","-99.000","-99.000","25.400","","24.800",""
"C0E610","2019-07-25 04:00:00","850.000","0.000","0.000","22.400","0.840","917.500","-99.000","0.000","-99.000","-99.000","-99.000","22.500","","21.900",""
"C0V610","2019-07-25 04:00:00","22.000","71.000","0.800","27.500","0.880","1006.300","-99.000","0.000","-99.000","-99.000","-99.000","28.700","","27.300",""
"C0Z310","2019-07-25 04:00:00","59.000","321.000","0.500","25.800","0.990","1003.000","-99.000","0.000","-99.000","-99.000","-99.000","26.300","","25.800",""
"C0S700","2019-07-25 04:00:00","507.000","51.000","0.300","23.100","0.940","954.000","-99.000","0.000","-99.000","-99.000","-99.000","23.600","","22.800",""
"C0T9G0","2019-07-25 04:00:00","605.000","0.000","0.000","23.500","0.990","944.600","-99.000","0.000","-99.000","-99.000","-99.000","23.500","","23.200",""
"C0U520","2019-07-25 04:00:00","517.000","231.000","0.900","22.600","0.990","954.400","-99.000","0.000","-99.000","-99.000","-99.000","23.300","","22.600",""
"C0E750","2019-07-25 04:00:00","62.000","206.000","1.800","27.900","0.790","1000.500","-99.000","0.000","-99.000","-99.000","-99.000","28.800","","27.900",""
"C0R400","2019-07-25 04:00:00","15.000","0.000","0.000","25.700","-99.000","1007.700","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","25.500",""
"C0G660","2019-07-25 04:00:00","27.000","129.000","0.500","26.100","0.940","1007.000","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","26.100",""
"C0W140","2019-07-25 04:00:00","21.000","205.000","2.500","26.900","0.940","1006.600","-99.000","0.000","-99.000","-99.000","-99.000","27.300","","26.900",""
"C0U720","2019-07-25 04:00:00","1260.000","250.000","0.800","20.900","0.930","886.100","-99.000","0.000","-99.000","-99.000","-99.000","21.500","","20.500",""
"C0X150","2019-07-25 04:00:00","18.000","138.000","1.000","27.500","0.980","1008.400","-99.000","0.000","-99.000","-99.000","-99.000","28.600","","27.500",""
"C0Z050","2019-07-25 04:00:00","830.000","277.000","0.400","21.000","0.970","920.700","-99.000","1.000","-99.000","-99.000","-99.000","23.000","","20.900",""
"C0I490","2019-07-25 04:00:00","1601.000","320.000","0.500","17.900","0.990","841.800","-99.000","0.000","-99.000","-99.000","-99.000","18.800","","17.700",""
"C0I090","2019-07-25 04:00:00","910.000","139.000","0.800","21.200","0.990","911.500","-99.000","0.000","-99.000","-99.000","-99.000","21.900","","21.100",""
"C0X240","2019-07-25 04:00:00","394.000","202.000","0.400","23.000","0.970","966.500","-99.000","0.000","-99.000","-99.000","-99.000","23.800","","22.900",""
"C0S990","2019-07-25 04:00:00","409.000","221.000","1.800","24.900","0.880","963.900","-99.000","0.000","-99.000","-99.000","-99.000","25.500","","24.600",""
"C0E850","2019-07-25 04:00:00","104.000","0.000","0.000","24.800","0.960","996.600","-99.000","0.000","-99.000","-99.000","-99.000","25.500","","24.500",""
"C0T9B0","2019-07-25 04:00:00","558.000","245.000","0.800","23.700","0.910","948.700","-99.000","0.000","-99.000","-99.000","-99.000","24.200","","23.100",""
"C0G650","2019-07-25 04:00:00","34.000","169.000","0.400","26.200","0.990","1004.900","-99.000","0.000","-99.000","-99.000","-99.000","27.300","","26.200",""
"C0K580","2019-07-25 04:00:00","26.000","0.000","0.200","25.400","0.990","1007.400","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","25.400",""
"C0X050","2019-07-25 04:00:00","25.000","59.000","0.400","25.800","0.970","1005.400","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","25.800",""
"CM0100","2019-07-25 04:00:00","25.000","75.000","2.000","26.400","0.840","1005.800","-99.000","0.000","-99.000","-99.000","-99.000","28.300","","26.400",""
"C0AC70","2019-07-25 04:00:00","71.000","0.000","0.000","26.700","0.910","1000.800","-99.000","0.000","-99.000","-99.000","-99.000","27.500","","26.600",""
"CM0130","2019-07-25 04:00:00","11.000","200.000","2.200","29.100","0.770","1008.500","-99.000","0.000","-99.000","-99.000","-99.000","29.300","","28.500",""
"C0W110","2019-07-25 04:00:00","16.000","-99.000","-99.000","22.900","0.890","1005.600","-99.000","0.000","-99.000","-99.000","-99.000","23.600","","22.900",""
"C0X120","2019-07-25 04:00:00","28.000","130.000","1.300","27.100","0.990","-99.000","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","27.000",""
"C0R100","2019-07-25 04:00:00","1006.000","285.000","0.700","20.000","0.990","901.500","-99.000","0.000","-99.000","-99.000","-99.000","21.000","","20.000",""
"C0C700","2019-07-25 04:00:00","151.000","170.000","0.800","27.400","0.800","992.000","-99.000","0.000","-99.000","-99.000","-99.000","28.300","","27.400",""
"C0W130","2019-07-25 04:00:00","18.000","208.000","2.900","27.700","0.850","1005.700","-99.000","0.000","-99.000","-99.000","-99.000","28.000","","27.700",""
"C0F9R0","2019-07-25 04:00:00","20.000","0.000","0.000","27.300","1.000","1007.400","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","27.300",""
"C0V660","2019-07-25 04:00:00","25.000","124.000","1.200","27.200","0.910","1007.100","-99.000","0.000","-99.000","-99.000","-99.000","28.500","","27.200",""
"C0G780","2019-07-25 04:00:00","27.000","167.000","1.000","27.600","0.860","1005.800","-99.000","0.000","-99.000","-99.000","-99.000","28.400","","27.600",""
"C0C590","2019-07-25 04:00:00","72.000","200.000","1.900","26.500","0.880","999.600","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","25.700",""
"C0I520","2019-07-25 04:00:00","3860.000","-99.000","-99.000","7.600","0.490","644.100","-99.000","-99.000","-99.000","-99.000","-99.000","9.100","","7.500",""
"C0E530","2019-07-25 04:00:00","341.000","225.000","1.000","25.000","0.920","970.700","-99.000","0.000","-99.000","-99.000","-99.000","25.500","","24.900",""
"C0M790","2019-07-25 04:00:00","15.000","92.000","0.300","26.500","0.910","1006.500","-99.000","0.000","-99.000","-99.000","-99.000","27.400","","26.500",""
"C0R130","2019-07-25 04:00:00","1040.000","97.000","1.200","20.000","0.970","895.500","-99.000","0.000","-99.000","-99.000","-99.000","21.000","","19.700",""
"C0AH30","2019-07-25 04:00:00","755.000","245.000","1.200","23.600","0.930","925.900","-99.000","0.000","-99.000","-99.000","-99.000","24.100","","23.200",""
"C0X170","2019-07-25 04:00:00","50.000","62.000","0.500","27.000","0.880","1002.800","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","27.000",""
"C0K291","2019-07-25 04:00:00","8.000","133.000","0.600","27.400","0.920","1008.500","-99.000","0.000","-99.000","-99.000","-99.000","28.500","","27.300",""
"C0D480","2019-07-25 04:00:00","223.000","0.000","0.000","24.000","0.980","983.000","-99.000","0.000","-99.000","-99.000","-99.000","24.600","","23.800",""
"C0F0C0","2019-07-25 04:00:00","983.000","188.000","1.500","21.200","0.990","902.700","-99.000","0.000","-99.000","-99.000","-99.000","21.500","","20.600",""
"C0U860","2019-07-25 04:00:00","5.000","275.000","0.900","26.900","0.920","1008.200","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","26.900",""
"C0UA50","2019-07-25 04:00:00","808.000","266.000","0.300","22.400","0.990","921.300","-99.000","0.000","-99.000","-99.000","-99.000","22.900","","22.000",""
"C0T960","2019-07-25 04:00:00","120.000","0.000","0.000","25.000","0.990","995.700","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","24.700",""
"C0SA80","2019-07-25 04:00:00","136.000","0.000","0.200","24.500","0.920","993.400","-99.000","0.000","-99.000","-99.000","-99.000","25.600","","24.500",""
"C0E780","2019-07-25 04:00:00","160.000","218.000","0.900","26.400","0.880","990.600","-99.000","0.000","-99.000","-99.000","-99.000","27.300","","26.400",""
"C0F9Q0","2019-07-25 04:00:00","149.000","109.000","2.000","26.100","0.920","991.400","-99.000","0.000","-99.000","-99.000","-99.000","27.500","","26.000",""
"C0F9X0","2019-07-25 04:00:00","166.000","209.000","2.200","26.300","0.900","990.900","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","26.200",""
"C0F0D0","2019-07-25 04:00:00","3171.000","163.000","0.700","11.200","0.810","699.700","-99.000","0.000","-99.000","-99.000","-99.000","11.200","","9.500",""
"C0S730","2019-07-25 04:00:00","110.000","250.000","3.900","27.200","0.940","996.000","-99.000","0.000","-99.000","-99.000","-99.000","27.700","","27.200",""
"C0M830","2019-07-25 04:00:00","540.000","0.000","0.000","22.100","0.990","951.200","-99.000","0.000","-99.000","-99.000","-99.000","23.200","","22.000",""
"C0V750","2019-07-25 04:00:00","50.000","110.000","0.400","28.200","1.000","1004.400","-99.000","0.000","-99.000","-99.000","-99.000","28.800","","28.100",""
"C0K530","2019-07-25 04:00:00","12.000","145.000","1.000","26.700","0.990","1007.800","-99.000","0.000","-99.000","-99.000","-99.000","28.300","","26.700",""
"C0G850","2019-07-25 04:00:00","62.000","188.000","1.000","27.600","0.880","1001.300","-99.000","0.000","-99.000","-99.000","-99.000","28.400","","27.600",""
"C0M780","2019-07-25 04:00:00","30.000","122.000","0.500","26.400","0.930","1006.200","-99.000","0.000","-99.000","-99.000","-99.000","27.400","","26.300",""
"C0V360","2019-07-25 04:00:00","94.000","0.000","0.000","24.000","0.980","998.700","-99.000","0.000","-99.000","-99.000","-99.000","25.000","","24.000",""
"C0K510","2019-07-25 04:00:00","10.000","149.000","1.100","26.700","0.910","1007.400","-99.000","0.000","-99.000","-99.000","-99.000","27.700","","26.700",""
"C0R380","2019-07-25 04:00:00","2.000","0.000","0.000","25.600","-99.000","1009.000","-99.000","0.000","-99.000","-99.000","-99.000","26.700","","25.600",""
"C0D650","2019-07-25 04:00:00","97.000","202.000","3.400","27.100","0.840","997.900","-99.000","0.000","-99.000","-99.000","-99.000","27.800","","27.100",""
"C0V630","2019-07-25 04:00:00","19.000","70.000","1.100","27.600","0.880","1009.000","-99.000","0.000","-99.000","-99.000","-99.000","29.000","","27.500",""
"C0U910","2019-07-25 04:00:00","17.000","294.000","0.600","27.100","0.870","1006.800","-99.000","0.000","-99.000","-99.000","-99.000","27.500","","26.700",""
"C0U600","2019-07-25 04:00:00","10.000","287.000","0.500","25.800","0.990","1007.500","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","25.800",""
"C0Z061","2019-07-25 04:00:00","174.000","96.000","0.500","25.700","0.990","992.400","-99.000","0.000","-99.000","-99.000","-99.000","26.300","","25.600",""
"C0M730","2019-07-25 04:00:00","40.000","108.000","0.700","26.200","0.940","1004.300","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","26.000",""
"C0U750","2019-07-25 04:00:00","398.000","200.000","5.200","23.600","1.000","964.600","-99.000","0.000","-99.000","-99.000","-99.000","24.400","","23.600",""
"C0A650","2019-07-25 04:00:00","287.000","0.000","0.000","23.700","0.990","977.000","-99.000","0.000","-99.000","-99.000","-99.000","24.300","","23.700",""
"C0K400","2019-07-25 04:00:00","65.000","138.000","1.500","25.700","0.990","1002.600","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","25.600",""
"C0I370","2019-07-25 04:00:00","671.000","134.000","0.400","21.800","0.960","937.000","-99.000","0.000","-99.000","-99.000","-99.000","22.600","","21.700",""
"C0S750","2019-07-25 04:00:00","2280.000","0.000","0.200","14.400","0.890","774.100","-99.000","0.000","-99.000","-99.000","-99.000","14.800","","12.900",""
"C0R650","2019-07-25 04:00:00","29.000","0.000","0.000","26.900","0.980","1007.300","-99.000","0.000","-99.000","-99.000","-99.000","28.000","","26.700",""
"C0E740","2019-07-25 04:00:00","27.000","191.000","0.600","25.500","0.980","1004.900","-99.000","0.000","-99.000","-99.000","-99.000","26.100","","25.500",""
"C0AI20","2019-07-25 04:00:00","25.000","195.000","2.100","26.800","0.860","1005.300","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","26.200",""
"C0E550","2019-07-25 04:00:00","84.000","112.000","0.600","25.000","1.000","1000.000","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","25.000",""
"C0X060","2019-07-25 04:00:00","19.000","138.000","0.800","26.200","0.940","1008.700","-99.000","0.000","-99.000","-99.000","-99.000","26.700","","26.100",""
"C0R510","2019-07-25 04:00:00","31.000","0.000","0.200","27.200","0.900","1006.000","-99.000","0.000","-99.000","-99.000","-99.000","28.300","","27.100",""
"C0AC60","2019-07-25 04:00:00","55.000","0.000","0.100","26.100","0.970","1002.600","-99.000","0.000","-99.000","-99.000","-99.000","27.300","","26.000",""
"C0UA70","2019-07-25 04:00:00","547.000","288.000","1.600","23.100","0.990","949.300","-99.000","0.000","-99.000","-99.000","-99.000","24.100","","23.100",""
"C0G740","2019-07-25 04:00:00","24.000","86.000","1.300","26.400","0.920","1006.800","-99.000","0.000","-99.000","-99.000","-99.000","27.500","","26.400",""
"C0F9N0","2019-07-25 04:00:00","75.000","92.000","1.400","26.800","0.870","1000.900","-99.000","0.000","-99.000","-99.000","-99.000","28.100","","26.800",""
"C0F9T0","2019-07-25 04:00:00","111.000","162.000","1.300","27.700","0.840","996.700","-99.000","0.000","-99.000","-99.000","-99.000","28.900","","27.400",""
"C0S710","2019-07-25 04:00:00","382.000","348.000","0.300","24.000","0.940","967.400","-99.000","0.000","-99.000","-99.000","-99.000","24.800","","23.800",""
"C0M680","2019-07-25 04:00:00","37.000","114.000","0.300","26.500","0.930","1006.600","-99.000","0.000","-99.000","-99.000","-99.000","27.400","","26.300",""
"C0X220","2019-07-25 04:00:00","26.000","298.000","1.500","26.700","0.910","1006.200","-99.000","0.000","-99.000","-99.000","-99.000","28.100","","26.700",""
"C0R560","2019-07-25 04:00:00","22.000","0.000","0.200","27.000","0.910","1007.100","-99.000","0.000","-99.000","-99.000","-99.000","28.400","","27.000",""
"C0F9P0","2019-07-25 04:00:00","26.000","187.000","1.600","28.100","0.860","1006.300","-99.000","0.000","-99.000","-99.000","-99.000","28.900","","27.900",""
"C0O970","2019-07-25 04:00:00","71.000","97.000","1.400","24.800","1.000","1001.600","-99.000","0.000","-99.000","-99.000","-99.000","25.300","","24.700",""
"C0F0B0","2019-07-25 04:00:00","311.000","55.000","1.100","24.200","0.980","974.800","-99.000","0.000","-99.000","-99.000","-99.000","25.400","","24.200",""
"C0R620","2019-07-25 04:00:00","34.000","296.000","0.600","27.400","0.910","1005.600","-99.000","0.000","-99.000","-99.000","-99.000","28.100","","27.000",""
"C0C660","2019-07-25 04:00:00","176.000","205.000","1.000","26.200","0.860","989.100","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","26.200",""
"C0SA10","2019-07-25 04:00:00","411.000","291.000","0.700","24.000","0.990","963.500","-99.000","0.000","-99.000","-99.000","-99.000","24.900","","23.900",""
"C0M740","2019-07-25 04:00:00","15.000","124.000","0.400","26.300","0.970","1006.800","-99.000","0.000","-99.000","-99.000","-99.000","27.500","","26.300",""
"C0K460","2019-07-25 04:00:00","60.000","131.000","1.800","26.400","0.880","1001.700","-99.000","0.000","-99.000","-99.000","-99.000","27.500","","26.100",""
"C0X100","2019-07-25 04:00:00","10.000","144.000","1.100","28.900","0.890","1006.200","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","28.900",""
"C0K560","2019-07-25 04:00:00","117.000","93.000","0.500","24.900","0.950","996.900","-99.000","0.000","-99.000","-99.000","-99.000","25.300","","24.600",""
"C0R150","2019-07-25 04:00:00","105.000","110.000","1.500","25.700","0.990","996.300","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","25.600",""
