"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0V310","2019-07-25 08:00:00","46.000","250.000","0.700","28.100","0.850","1003.700","-99.000","0.000","-99.000","-99.000","-99.000","28.300","","25.200",""
"C0G620","2019-07-25 08:00:00","110.000","142.000","2.000","30.800","0.790","998.500","-99.000","0.000","-99.000","-99.000","-99.000","30.800","","24.400",""
"C0AD50","2019-07-25 08:00:00","84.000","0.000","0.200","29.800","0.860","1000.700","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","26.000",""
"C0A9A0","2019-07-25 08:00:00","24.000","281.000","1.000","29.000","0.820","1007.000","-99.000","0.000","-99.000","-99.000","-99.000","29.000","","27.100",""
"C0O830","2019-07-25 08:00:00","127.000","309.000","0.400","30.100","0.770","995.900","-99.000","0.000","-99.000","-99.000","-99.000","30.100","","24.600",""
"C0S760","2019-07-25 08:00:00","1621.000","0.000","0.000","19.200","1.000","840.100","-99.000","0.500","-99.000","-99.000","-99.000","19.200","","17.100",""
"C0X160","2019-07-25 08:00:00","26.000","0.000","0.100","29.800","0.800","1007.000","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","26.600",""
"C0C490","2019-07-25 08:00:00","157.000","327.000","1.300","28.900","0.720","991.800","-99.000","0.000","-99.000","-99.000","-99.000","29.300","","26.700",""
"C0F970","2019-07-25 08:00:00","145.000","158.000","0.300","28.900","0.710","992.800","-99.000","0.000","-99.000","-99.000","-99.000","28.900","","25.600",""
"C0M690","2019-07-25 08:00:00","33.000","172.000","0.300","28.900","0.820","1005.400","-99.000","0.000","-99.000","-99.000","-99.000","29.500","","25.200",""
"C0V690","2019-07-25 08:00:00","30.000","245.000","1.200","29.200","0.800","1007.000","-99.000","0.000","-99.000","-99.000","-99.000","29.900","","27.500",""
"C0Z210","2019-07-25 08:00:00","126.000","269.000","0.400","28.500","0.890","997.400","-99.000","0.000","-99.000","-99.000","-99.000","28.500","","25.000",""
"C0U770","2019-07-25 08:00:00","5.000","296.000","2.200","28.700","0.760","1009.100","-99.000","0.000","-99.000","-99.000","-99.000","28.700","","25.700",""
"C0Z080","2019-07-25 08:00:00","298.000","0.000","0.200","29.400","0.770","977.400","-99.000","0.000","-99.000","-99.000","-99.000","29.400","","24.100",""
"C0G640","2019-07-25 08:00:00","17.000","185.000","1.600","30.000","0.770","1009.700","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","26.600",""
"C0X200","2019-07-25 08:00:00","61.000","99.000","0.900","29.000","0.850","1002.900","-99.000","0.000","-99.000","-99.000","-99.000","29.000","","25.100",""
"C0U900","2019-07-25 08:00:00","63.000","0.000","0.100","29.700","0.760","1004.200","-99.000","0.000","-99.000","-99.000","-99.000","29.700","","25.700",""
"C0Z230","2019-07-25 08:00:00","31.000","184.000","3.400","28.800","0.760","1007.300","-99.000","0.000","-99.000","-99.000","-99.000","30.300","","26.600",""
"C0F9O0","2019-07-25 08:00:00","175.000","248.000","0.500","30.000","0.870","990.400","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","26.900",""
"C0C540","2019-07-25 08:00:00","46.000","233.000","2.900","29.500","0.680","1004.300","-99.000","0.000","-99.000","-99.000","-99.000","29.500","","26.300",""
"C0G770","2019-07-25 08:00:00","15.000","189.000","1.300","30.500","0.810","1006.200","-99.000","0.000","-99.000","-99.000","-99.000","30.500","","27.400",""
"C0V670","2019-07-25 08:00:00","20.000","264.000","0.400","30.100","0.760","1007.500","-99.000","0.000","-99.000","-99.000","-99.000","30.600","","28.300",""
"C0A870","2019-07-25 08:00:00","685.000","265.000","7.000","23.400","0.900","932.500","-99.000","0.000","12.100","258.000","","24.100","","22.500",""
"C0R220","2019-07-25 08:00:00","23.000","23.000","1.200","30.200","0.830","1007.300","-99.000","0.000","-99.000","-99.000","-99.000","30.200","","25.900",""
"C0Z220","2019-07-25 08:00:00","589.000","0.000","0.200","27.100","0.790","946.700","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","22.900",""
"C0D560","2019-07-25 08:00:00","147.000","242.000","0.900","29.400","0.700","993.300","-99.000","0.000","-99.000","-99.000","-99.000","29.400","","25.700",""
"C0I380","2019-07-25 08:00:00","258.000","0.000","0.000","26.500","0.910","980.400","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","23.200",""
"C0Z020","2019-07-25 08:00:00","211.000","55.000","0.500","27.500","0.900","986.300","-99.000","0.000","-99.000","-99.000","-99.000","27.500","","24.900",""
"C0Z190","2019-07-25 08:00:00","62.000","321.000","0.700","27.600","0.960","1003.100","-99.000","0.000","-99.000","-99.000","-99.000","28.000","","25.800",""
"C0C710","2019-07-25 08:00:00","143.000","124.000","0.600","28.500","0.770","993.500","-99.000","0.000","-99.000","-99.000","-99.000","28.500","","23.800",""
"C0D360","2019-07-25 08:00:00","523.000","0.000","0.000","25.700","0.850","950.800","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","22.300",""
"C0C680","2019-07-25 08:00:00","228.000","262.000","0.800","28.000","0.770","982.500","-99.000","0.000","-99.000","-99.000","-99.000","28.000","","25.400",""
"C0X140","2019-07-25 08:00:00","17.000","92.000","0.600","30.200","0.800","1007.300","-99.000","0.000","-99.000","-99.000","-99.000","30.300","","27.300",""
"C0V710","2019-07-25 08:00:00","34.000","163.000","0.600","-99.000","-99.000","-99.000","-99.000","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0G840","2019-07-25 08:00:00","32.000","198.000","0.300","29.600","0.800","1004.200","-99.000","0.000","-99.000","-99.000","-99.000","29.600","","26.100",""
"C0S890","2019-07-25 08:00:00","238.000","18.000","0.900","28.100","0.790","986.500","-99.000","0.000","-99.000","-99.000","-99.000","28.100","","25.000",""
"C0T820","2019-07-25 08:00:00","550.000","103.000","0.900","24.800","0.830","953.100","-99.000","0.000","-99.000","-99.000","-99.000","24.800","","21.700",""
"C0F9I0","2019-07-25 08:00:00","194.000","207.000","2.500","28.300","0.800","987.800","-99.000","0.000","-99.000","-99.000","-99.000","28.300","","25.900",""
"C0C650","2019-07-25 08:00:00","208.000","231.000","1.200","28.300","0.700","986.100","-99.000","0.000","-99.000","-99.000","-99.000","28.300","","24.800",""
"C0R600","2019-07-25 08:00:00","766.000","246.000","0.300","24.100","0.890","926.200","-99.000","0.000","-99.000","-99.000","-99.000","25.100","","22.800",""
"C0Z320","2019-07-25 08:00:00","646.000","74.000","0.400","25.900","0.770","939.900","-99.000","0.000","-99.000","-99.000","-99.000","25.900","","20.300",""
"C0V210","2019-07-25 08:00:00","734.000","76.000","0.300","24.600","0.750","930.900","-99.000","0.000","-99.000","-99.000","-99.000","24.800","","19.700",""
"C0K240","2019-07-25 08:00:00","1132.000","338.000","1.000","23.900","0.880","891.200","-99.000","0.000","-99.000","-99.000","-99.000","23.900","","20.200",""
"C0M520","2019-07-25 08:00:00","15.000","216.000","0.800","29.500","0.790","1007.700","-99.000","0.000","-99.000","-99.000","-99.000","29.500","","25.400",""
"C0A530","2019-07-25 08:00:00","300.000","0.000","0.000","25.200","0.990","976.400","-99.000","0.000","-99.000","-99.000","-99.000","25.200","","23.800",""
"C0E820","2019-07-25 08:00:00","220.000","205.000","3.500","27.900","0.750","984.800","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","24.600",""
"C0K450","2019-07-25 08:00:00","35.000","156.000","0.800","29.300","0.760","1005.300","-99.000","0.000","-99.000","-99.000","-99.000","29.300","","26.000",""
"C0G760","2019-07-25 08:00:00","53.000","178.000","0.900","29.400","0.930","1006.100","-99.000","0.000","-99.000","-99.000","-99.000","29.400","","25.700",""
"CM0120","2019-07-25 08:00:00","4.000","198.000","1.800","29.000","0.790","1009.300","-99.000","0.000","-99.000","-99.000","-99.000","29.000","","26.600",""
"C0Z290","2019-07-25 08:00:00","946.000","0.000","0.000","24.400","0.860","908.300","-99.000","0.000","-99.000","-99.000","-99.000","24.400","","20.800",""
"C0V680","2019-07-25 08:00:00","40.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0F9U0","2019-07-25 08:00:00","74.000","116.000","2.100","29.500","0.740","1001.200","-99.000","0.000","-99.000","-99.000","-99.000","29.500","","26.900",""
"C0AI10","2019-07-25 08:00:00","76.000","172.000","0.800","27.500","0.890","1000.900","-99.000","0.000","-99.000","-99.000","-99.000","27.500","","25.100",""
"C0V530","2019-07-25 08:00:00","34.000","83.000","1.200","30.200","0.980","1005.500","-99.000","0.000","-99.000","-99.000","-99.000","30.200","","26.100",""
"C0R550","2019-07-25 08:00:00","38.000","13.000","1.100","29.700","0.810","1006.200","-99.000","0.000","-99.000","-99.000","-99.000","29.700","","25.400",""
"C0A950","2019-07-25 08:00:00","60.000","152.000","1.600","29.200","0.810","1003.200","-99.000","0.000","-99.000","-99.000","-99.000","29.500","","27.500",""
"C0R160","2019-07-25 08:00:00","45.000","17.000","1.300","28.400","0.990","1004.100","-99.000","0.000","-99.000","-99.000","-99.000","28.400","","25.000",""
"C0M820","2019-07-25 08:00:00","980.000","66.000","0.500","22.800","0.760","904.700","-99.000","0.000","-99.000","-99.000","-99.000","22.800","","19.100",""
"C0G870","2019-07-25 08:00:00","12.000","194.000","1.300","30.600","0.820","1009.200","-99.000","0.000","-99.000","-99.000","-99.000","30.600","","26.000",""
"C0R530","2019-07-25 08:00:00","16.000","354.000","1.600","29.200","0.890","1007.700","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","26.600",""
"C0O840","2019-07-25 08:00:00","134.000","169.000","0.300","29.200","0.950","993.600","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","25.300",""
"C0A890","2019-07-25 08:00:00","40.000","0.000","0.100","27.700","0.880","1004.300","-99.000","0.000","-99.000","-99.000","-99.000","27.700","","25.000",""
"C0A660","2019-07-25 08:00:00","97.000","0.000","0.000","27.600","0.990","998.000","-99.000","0.000","-99.000","-99.000","-99.000","27.600","","25.200",""
"C0T9H0","2019-07-25 08:00:00","725.000","130.000","1.200","26.200","0.990","932.000","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","22.800",""
"C0R270","2019-07-25 08:00:00","51.000","349.000","0.700","31.500","0.770","1003.100","-99.000","0.000","-99.000","-99.000","-99.000","31.500","","25.600",""
"C0O980","2019-07-25 08:00:00","18.000","128.000","1.000","30.000","0.810","1008.700","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","25.300",""
"C0T9I0","2019-07-25 08:00:00","152.000","158.000","0.800","27.800","0.800","994.300","-99.000","0.000","-99.000","-99.000","-99.000","28.600","","25.100",""
"C0V760","2019-07-25 08:00:00","30.000","142.000","0.300","30.900","0.740","1007.000","-99.000","0.000","-99.000","-99.000","-99.000","30.900","","26.400",""
"C0AG90","2019-07-25 08:00:00","25.000","115.000","1.200","28.700","0.810","1007.700","-99.000","0.000","-99.000","-99.000","-99.000","28.700","","26.600",""
"C0R570","2019-07-25 08:00:00","37.000","12.000","1.000","29.600","0.700","1004.700","-99.000","0.000","-99.000","-99.000","-99.000","29.600","","26.000",""
"C0O900","2019-07-25 08:00:00","9.000","122.000","0.800","29.800","0.890","1008.900","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","26.100",""
"C0AD00","2019-07-25 08:00:00","86.000","191.000","2.100","28.900","0.920","1000.000","-99.000","0.000","-99.000","-99.000","-99.000","28.900","","26.600",""
"C0V700","2019-07-25 08:00:00","24.000","125.000","0.600","-99.000","-99.000","1006.200","-99.000","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0AH00","2019-07-25 08:00:00","38.000","0.000","0.000","29.000","0.910","1005.000","-99.000","0.000","-99.000","-99.000","-99.000","29.000","","26.300",""
"C0X080","2019-07-25 08:00:00","2.000","156.000","0.700","30.500","0.800","1009.400","-99.000","0.000","-99.000","-99.000","-99.000","30.500","","26.100",""
"C0A940","2019-07-25 08:00:00","49.000","0.000","0.000","28.600","0.910","1004.300","-99.000","0.000","-99.000","-99.000","-99.000","28.600","","25.500",""
"C0A920","2019-07-25 08:00:00","196.000","233.000","2.200","28.200","0.780","986.700","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","25.800",""
"C0T870","2019-07-25 08:00:00","135.000","0.000","0.000","27.200","0.850","995.200","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","23.500",""
"C0O930","2019-07-25 08:00:00","69.000","50.000","0.900","27.900","0.900","1002.300","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","25.000",""
"C0C460","2019-07-25 08:00:00","482.000","0.000","0.000","24.700","0.860","957.200","-99.000","0.000","-99.000","-99.000","-99.000","24.700","","22.100",""
"C0E520","2019-07-25 08:00:00","320.000","210.000","1.400","26.700","0.890","974.700","-99.000","0.000","-99.000","-99.000","-99.000","26.700","","22.800",""
"C0T9D0","2019-07-25 08:00:00","7.000","0.000","0.100","28.600","0.990","1009.700","-99.000","0.000","-99.000","-99.000","-99.000","28.600","","25.800",""
"C0I390","2019-07-25 08:00:00","1184.000","83.000","0.700","23.000","0.710","885.500","-99.000","-99.000","-99.000","-99.000","-99.000","23.000","","18.900",""
"C0B020","2019-07-25 08:00:00","86.000","204.000","2.800","28.400","0.990","998.200","-99.000","0.000","-99.000","-99.000","-99.000","28.400","","26.400",""
"CM0170","2019-07-25 08:00:00","106.000","91.000","2.800","26.300","0.810","999.000","-99.000","0.000","-99.000","-99.000","-99.000","26.300","","23.600",""
"C0F860","2019-07-25 08:00:00","2215.000","230.000","0.700","19.400","0.920","782.700","-99.000","0.000","-99.000","-99.000","-99.000","20.000","","13.900",""
"C0U890","2019-07-25 08:00:00","116.000","350.000","0.500","29.000","0.990","998.000","-99.000","0.000","-99.000","-99.000","-99.000","29.000","","25.500",""
"C0G800","2019-07-25 08:00:00","15.000","210.000","2.400","29.300","0.840","1007.300","-99.000","0.000","-99.000","-99.000","-99.000","29.300","","26.400",""
"C0F850","2019-07-25 08:00:00","379.000","245.000","0.400","28.300","0.720","967.100","-99.000","0.000","-99.000","-99.000","-99.000","28.300","","23.700",""
"C0AH50","2019-07-25 08:00:00","275.000","233.000","2.200","27.800","0.990","979.000","-99.000","0.000","-99.000","-99.000","-99.000","27.800","","25.800",""
"C0Z160","2019-07-25 08:00:00","124.000","186.000","0.900","27.900","0.770","997.500","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","18.900",""
"C0R540","2019-07-25 08:00:00","17.000","35.000","0.300","30.600","0.730","1007.500","-99.000","0.000","-99.000","-99.000","-99.000","30.600","","27.100",""
"C0K480","2019-07-25 08:00:00","56.000","129.000","0.400","28.200","0.810","1003.400","-99.000","0.000","-99.000","-99.000","-99.000","28.400","","25.900",""
"C0H890","2019-07-25 08:00:00","440.000","337.000","0.300","24.600","0.880","961.000","-99.000","0.000","-99.000","-99.000","-99.000","24.800","","23.200",""
"C0S770","2019-07-25 08:00:00","375.000","139.000","0.800","26.300","0.890","968.300","-99.000","0.000","-99.000","-99.000","-99.000","26.300","","23.300",""
"C0X230","2019-07-25 08:00:00","29.000","204.000","1.200","29.600","0.770","1007.900","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","25.900",""
"C0B010","2019-07-25 08:00:00","38.000","255.000","1.500","28.600","0.850","1002.700","-99.000","0.000","-99.000","-99.000","-99.000","28.600","","26.400",""
"C0R490","2019-07-25 08:00:00","49.000","24.000","0.500","29.000","0.790","1004.000","-99.000","0.000","-99.000","-99.000","-99.000","29.000","","25.800",""
"C0V440","2019-07-25 08:00:00","27.000","98.000","0.600","30.400","0.700","1006.100","-99.000","0.000","-99.000","-99.000","-99.000","30.400","","25.700",""
"C0SA40","2019-07-25 08:00:00","200.000","344.000","0.500","27.400","0.810","988.400","-99.000","0.000","-99.000","-99.000","-99.000","27.400","","24.500",""
"C0Z280","2019-07-25 08:00:00","224.000","0.000","0.200","27.500","0.860","986.200","-99.000","0.000","-99.000","-99.000","-99.000","27.600","","24.700",""
"C0Z070","2019-07-25 08:00:00","247.000","0.000","0.100","26.600","0.990","982.700","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","24.400",""
"C0T9N0","2019-07-25 08:00:00","261.000","91.000","0.500","27.100","0.840","981.700","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","24.500",""
"C0K470","2019-07-25 08:00:00","97.000","0.000","0.200","28.700","0.810","999.000","-99.000","0.000","-99.000","-99.000","-99.000","28.700","","24.600",""
"C0V650","2019-07-25 08:00:00","28.000","235.000","2.000","29.800","0.770","1008.200","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","26.600",""
"C0H9C0","2019-07-25 08:00:00","3402.000","294.000","0.600","13.000","0.630","679.900","-99.000","0.000","-99.000","-99.000","-99.000","13.000","","9.800",""
"C0U780","2019-07-25 08:00:00","15.000","14.000","0.300","29.600","0.710","1008.400","-99.000","0.000","-99.000","-99.000","-99.000","29.600","","26.900",""
"C0U760","2019-07-25 08:00:00","22.000","0.000","0.000","29.500","0.840","1008.400","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","25.300",""
"C0X290","2019-07-25 08:00:00","10.000","201.000","1.400","29.700","0.810","1008.600","-99.000","0.000","-99.000","-99.000","-99.000","29.700","","27.300",""
"C0R420","2019-07-25 08:00:00","504.000","66.000","0.500","23.000","-99.000","950.000","-99.000","0.000","-99.000","-99.000","-99.000","23.100","","22.200",""
"C0E830","2019-07-25 08:00:00","37.000","188.000","3.600","29.900","0.730","1004.800","-99.000","0.000","-99.000","-99.000","-99.000","30.100","","27.700",""
"C0K330","2019-07-25 08:00:00","38.000","182.000","0.700","28.200","0.820","1005.300","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","25.800",""
"C0M660","2019-07-25 08:00:00","40.000","169.000","1.300","28.900","0.810","1005.900","-99.000","0.000","-99.000","-99.000","-99.000","29.300","","25.900",""
"C0D580","2019-07-25 08:00:00","120.000","0.000","0.000","26.700","0.870","995.600","-99.000","0.000","-99.000","-99.000","-99.000","26.700","","23.600",""
"C0R640","2019-07-25 08:00:00","21.000","54.000","1.500","29.400","0.810","1008.200","-99.000","0.000","-99.000","-99.000","-99.000","29.400","","27.300",""
"C0E810","2019-07-25 08:00:00","53.000","202.000","1.500","29.300","0.790","1003.800","-99.000","0.000","-99.000","-99.000","-99.000","29.300","","25.300",""
"C0G830","2019-07-25 08:00:00","27.000","180.000","2.200","29.400","0.840","1005.300","-99.000","0.000","-99.000","-99.000","-99.000","29.400","","26.100",""
"C0A550","2019-07-25 08:00:00","422.000","0.000","0.000","25.400","1.000","963.800","-99.000","0.000","-99.000","-99.000","-99.000","25.400","","23.200",""
"C0G750","2019-07-25 08:00:00","31.000","181.000","1.800","29.200","0.790","1007.200","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","25.700",""
"C0Z270","2019-07-25 08:00:00","343.000","0.000","0.000","28.100","0.790","972.700","-99.000","0.000","-99.000","-99.000","-99.000","28.100","","24.600",""
"C0UA30","2019-07-25 08:00:00","1397.000","91.000","1.200","23.000","0.960","861.800","-99.000","0.000","-99.000","-99.000","-99.000","24.400","","19.500",""
"C0I080","2019-07-25 08:00:00","536.000","92.000","0.800","27.200","0.710","953.600","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","21.900",""
"C0UA00","2019-07-25 08:00:00","392.000","308.000","1.300","27.800","0.990","967.700","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","24.000",""
"C0AD40","2019-07-25 08:00:00","32.000","0.000","0.200","28.200","0.860","1006.200","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","25.100",""
"C0S660","2019-07-25 08:00:00","794.000","95.000","0.600","23.100","0.780","925.200","-99.000","0.000","-99.000","-99.000","-99.000","23.100","","19.800",""
"C0M640","2019-07-25 08:00:00","155.000","282.000","0.300","28.000","0.820","992.400","-99.000","0.000","-99.000","-99.000","-99.000","28.500","","25.600",""
"C0UA10","2019-07-25 08:00:00","1711.000","0.000","0.100","20.700","1.000","833.200","-99.000","0.500","-99.000","-99.000","-99.000","20.700","","16.700",""
"C0V770","2019-07-25 08:00:00","26.000","0.000","0.000","30.400","0.740","1006.700","-99.000","0.000","-99.000","-99.000","-99.000","30.700","","26.600",""
"C0E730","2019-07-25 08:00:00","26.000","202.000","0.800","30.500","0.650","1005.100","-99.000","0.000","-99.000","-99.000","-99.000","30.500","","26.000",""
"C0V810","2019-07-25 08:00:00","32.000","305.000","1.000","30.100","0.780","1004.900","-99.000","0.000","-99.000","-99.000","-99.000","30.500","","27.800",""
"C0A9C0","2019-07-25 08:00:00","35.000","7.000","1.300","29.700","0.730","1006.100","-99.000","0.000","-99.000","-99.000","-99.000","29.700","","26.300",""
"C0X310","2019-07-25 08:00:00","9.000","155.000","0.600","30.000","0.800","1009.400","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","27.100",""
"C0K280","2019-07-25 08:00:00","23.000","185.000","1.000","30.000","0.800","1009.400","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","25.600",""
"C0M650","2019-07-25 08:00:00","20.000","181.000","1.000","29.600","0.770","1008.000","-99.000","0.000","-99.000","-99.000","-99.000","29.600","","25.600",""
"C0S910","2019-07-25 08:00:00","212.000","300.000","0.600","28.800","0.800","987.700","-99.000","0.000","-99.000","-99.000","-99.000","29.600","","26.500",""
"C0D570","2019-07-25 08:00:00","15.000","193.000","0.700","30.100","0.700","1007.800","-99.000","0.000","-99.000","-99.000","-99.000","30.100","","25.200",""
"C0M710","2019-07-25 08:00:00","15.000","152.000","1.700","29.100","0.820","1008.400","-99.000","0.000","-99.000","-99.000","-99.000","29.100","","27.000",""
"C0V490","2019-07-25 08:00:00","20.000","251.000","1.500","29.800","0.920","1007.600","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","27.800",""
"C0E870","2019-07-25 08:00:00","34.000","224.000","2.200","30.400","0.640","1006.800","-99.000","0.000","-99.000","-99.000","-99.000","30.400","","27.100",""
"C0A560","2019-07-25 08:00:00","405.000","0.000","0.000","26.600","0.980","964.000","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","22.500",""
"C0X190","2019-07-25 08:00:00","10.000","191.000","1.200","30.000","0.870","1008.000","-99.000","0.000","-99.000","-99.000","-99.000","30.100","","28.000",""
"C0S950","2019-07-25 08:00:00","415.000","224.000","1.400","25.600","0.900","963.800","-99.000","0.000","-99.000","-99.000","-99.000","25.600","","23.800",""
"C0A880","2019-07-25 08:00:00","6.000","333.000","0.900","27.400","0.910","1007.000","-99.000","0.000","-99.000","-99.000","-99.000","27.400","","25.200",""
"C0I530","2019-07-25 08:00:00","3014.000","210.000","2.000","12.200","0.870","704.800","-99.000","0.000","-99.000","-99.000","-99.000","12.600","","10.000",""
"C0M670","2019-07-25 08:00:00","43.000","182.000","1.100","29.500","0.800","1004.500","-99.000","0.000","-99.000","-99.000","-99.000","29.500","","26.200",""
"C0Z061","2019-07-25 08:00:00","174.000","0.000","0.200","28.100","0.940","993.800","-99.000","0.000","-99.000","-99.000","-99.000","28.100","","25.500",""
"C0M730","2019-07-25 08:00:00","40.000","0.000","0.000","30.100","0.780","1004.800","-99.000","0.000","-99.000","-99.000","-99.000","30.600","","25.800",""
"C0U750","2019-07-25 08:00:00","398.000","193.000","3.000","24.500","0.980","965.500","-99.000","0.000","-99.000","-99.000","-99.000","24.500","","23.600",""
"C0A650","2019-07-25 08:00:00","287.000","0.000","0.000","26.100","0.990","977.700","-99.000","0.000","-99.000","-99.000","-99.000","26.100","","23.100",""
"C0K400","2019-07-25 08:00:00","65.000","63.000","0.300","27.900","0.970","1003.300","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","25.600",""
"C0I370","2019-07-25 08:00:00","671.000","46.000","0.800","23.700","0.910","937.500","-99.000","0.000","-99.000","-99.000","-99.000","24.000","","21.700",""
"C0S750","2019-07-25 08:00:00","2280.000","0.000","0.000","18.500","0.730","775.100","-99.000","0.000","-99.000","-99.000","-99.000","18.500","","12.900",""
"C0R650","2019-07-25 08:00:00","29.000","14.000","0.900","29.800","0.790","1008.000","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","26.100",""
"C0E740","2019-07-25 08:00:00","27.000","238.000","1.500","29.800","0.740","1005.500","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","25.400",""
"C0AI20","2019-07-25 08:00:00","25.000","232.000","3.200","28.900","0.760","1006.200","-99.000","0.000","-99.000","-99.000","-99.000","28.900","","26.200",""
"C0E550","2019-07-25 08:00:00","84.000","271.000","2.700","29.200","0.790","1000.700","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","24.400",""
"C0X060","2019-07-25 08:00:00","19.000","173.000","1.200","30.000","0.790","1009.300","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","26.000",""
"C0R510","2019-07-25 08:00:00","31.000","81.000","1.500","29.700","0.730","1006.700","-99.000","0.000","-99.000","-99.000","-99.000","29.700","","26.800",""
"C0AC60","2019-07-25 08:00:00","55.000","0.000","0.100","28.600","0.850","1003.400","-99.000","0.000","-99.000","-99.000","-99.000","28.600","","25.800",""
"C0UA70","2019-07-25 08:00:00","547.000","141.000","1.000","26.100","0.990","950.100","-99.000","0.000","-99.000","-99.000","-99.000","26.100","","23.100",""
"C0G740","2019-07-25 08:00:00","24.000","155.000","1.800","29.300","0.800","1007.300","-99.000","0.000","-99.000","-99.000","-99.000","29.500","","26.200",""
"C0F9N0","2019-07-25 08:00:00","75.000","205.000","0.800","30.100","0.710","1001.600","-99.000","0.000","-99.000","-99.000","-99.000","30.100","","26.700",""
"C0F9T0","2019-07-25 08:00:00","111.000","216.000","1.200","29.600","0.750","997.500","-99.000","0.000","-99.000","-99.000","-99.000","29.600","","27.000",""
"C0S710","2019-07-25 08:00:00","382.000","38.000","1.400","24.900","0.900","969.000","-99.000","0.000","-99.000","-99.000","-99.000","24.900","","23.700",""
"C0M680","2019-07-25 08:00:00","37.000","199.000","0.500","29.600","0.800","1007.300","-99.000","0.000","-99.000","-99.000","-99.000","29.600","","26.100",""
"C0X220","2019-07-25 08:00:00","26.000","7.000","1.100","29.200","0.780","1006.800","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","26.500",""
"C0R560","2019-07-25 08:00:00","22.000","40.000","1.200","30.000","0.720","1007.800","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","26.900",""
"C0F9P0","2019-07-25 08:00:00","26.000","202.000","2.100","30.200","0.770","1007.100","-99.000","0.000","-99.000","-99.000","-99.000","30.200","","27.900",""
"C0O970","2019-07-25 08:00:00","71.000","92.000","1.500","30.300","0.860","1002.200","-99.000","0.000","-99.000","-99.000","-99.000","30.300","","24.400",""
"C0F0B0","2019-07-25 08:00:00","311.000","196.000","2.400","27.800","0.770","975.400","-99.000","0.000","-99.000","-99.000","-99.000","27.800","","23.800",""
"CM0150","2019-07-25 08:00:00","11.000","0.000","0.200","28.900","0.700","1008.900","-99.000","0.000","-99.000","-99.000","-99.000","28.900","","26.000",""
"C0I480","2019-07-25 08:00:00","2165.000","349.000","0.600","18.700","0.850","790.100","-99.000","0.000","-99.000","-99.000","-99.000","18.700","","13.600",""
"C0A860","2019-07-25 08:00:00","362.000","205.000","1.600","27.200","0.770","969.100","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","24.000",""
"C0Z270","2019-07-25 09:00:00","343.000","107.000","1.900","28.700","0.790","972.400","-99.000","0.000","-99.000","-99.000","-99.000","29.000","","24.600",""
"C0X190","2019-07-25 09:00:00","10.000","204.000","1.000","30.800","0.820","1008.300","-99.000","0.000","-99.000","-99.000","-99.000","31.100","","28.000",""
"C0S950","2019-07-25 09:00:00","415.000","226.000","0.400","28.300","0.770","963.700","-99.000","0.000","-99.000","-99.000","-99.000","28.300","","23.800",""
